Year,Armagh,sheffield,rochespoint,phoenixpark,Markree
2016,1.2,-1.3,1.2,0.9,3
2016,2.5,-2,4.1,2.8,5
2016,3,2.5,2.2,0,6
2016,-0.3,-2.1,1.9,0,2.6
2016,-2.1,-3.3,3.1,2.5,0.4
2016,2.8,2.5,6.3,1.6,4.4
2016,-2.5,-1.7,1.4,2,0.8
2016,2.9,-0.3,5.5,0,0.6
2016,-1.1,-1.2,2.4,-0.9,0.8
2016,1.8,0.9,1.1,-0.2,3.4
2016,1.3,-0.5,3.2,2.8,3.3
2016,-0.9,-2.8,0.5,1.5,2.7
2016,-4.2,-1.1,4.1,5.1,2.8
2016,3.4,3.1,6.1,-1.4,1.9
2016,-2.1,-2.5,1.9,-1.1,2.8
2016,-3.8,-5.3,3.5,0,0.4
2016,-2,-5.4,7.4,-0.4,1.7
2016,7.2,0.8,6.1,0.5,0.3
2016,-2.1,-2,0,0,3.8
2016,3.7,-3.2,4.4,-1.1,1.3
2016,0.5,-5.7,0.9,-2.1,2.2
2016,3.8,-0.5,0.1,-4.5,2.2
2016,3.3,1.8,1.2,-2.4,4.2
2016,-0.2,-2.4,-0.9,-3.1,3.3
2016,1.9,-1.3,2.4,-1.5,3.3
2016,-0.3,0.8,0.9,1,2.3
2016,2.9,3.6,1,-1.9,4.2
2016,1.6,0.3,0.7,-0.3,3
2016,1,-0.7,0.2,0.5,2.3
2016,-1.1,-1,0,1.8,2.3
2016,-2.3,-0.3,2.2,0.3,0.5
2016,5.1,1,3.8,2.5,2.4
2016,-0.4,-2.1,-0.1,-0.5,2.3
2016,0.9,-1.8,0.5,-1.5,1.5
2016,-1.8,-3.5,2.3,-2.1,3.3
2016,3.2,-1.1,4.5,0.2,-0.5
2016,4.2,4.5,3,-0.8,6.9
2016,3.1,2,1.2,1.9,4
2016,1.8,-0.2,1.1,-0.9,3
2016,-1.5,-0.9,-2,-2.2,0.8
2016,-0.1,-2.8,-2.4,-2.8,2.2
2016,3.2,1.2,3,-0.3,3.2
2016,1.4,-1.6,0.7,-1.5,2.1
2016,-5,-5.6,-0.1,0.2,1.6
2016,0,0,4,0.4,-0.3
2016,6.8,1.1,4.8,0.4,0
2016,0,-4,1.4,-0.1,1.8
2016,1.1,3.6,3.9,0,0.9
2016,0.4,-0.8,1.4,-0.9,-0.6
2016,0.5,-0.8,0.7,1,1.8
2016,-1.2,-3.5,2.1,-0.1,0.9
2016,4.8,-6.4,2.4,,2.2
2016,-3.4,-6.9,-0.4,,-0.7
2016,-1.1,3.7,4.3,,1.8
2016,3.1,1.2,6.3,,2.5
2016,-0.5,3.4,2.9,,2.8
2016,0,3.7,3.7,,4.1
2016,1,1.2,0.8,,3.6
2016,0.8,-1.2,4.2,,3.2
2016,2.5,-1.4,3.4,,-0.3
2016,1.9,-2.9,-1.1,,0.8
2017,-3.1,-3.3,1.9,,-1
2017,1.7,-1.6,3.2,,1.5
2017,0.2,-1.6,1.3,,0.4
2017,2.3,2,2.2,,2.8
2017,-2.8,0.6,1.2,,0.4
2017,-0.9,-1.6,0.4,,1.6
2017,-2.5,-4.3,1.9,,1.1
2017,-1.4,-2.4,2.7,,1.2
2017,-3.2,-1.4,4.5,,0.8
2017,2.3,0,4,,0.3
2017,0.3,-0.2,1.7,,2.4
2017,-4.3,-4.8,0,,0.9
2017,-0.8,-5.8,4.6,,2.3
2017,1.3,-2.4,2.9,,-1.4
2017,-2.2,-4.4,0.8,,2.5
2017,-1.1,-4.9,4.9,,3.2
2017,3.1,-3.7,10,,4.4
2017,2.5,-4.1,8.6,,5.1
2017,2.8,7,5.3,,8.8
2017,-0.6,-1.3,5.7,,2.8
2017,8.2,6,6.4,,5.4
2017,2.1,-1.2,-1,,3.7
2017,1.5,-0.3,2.7,,3.9
2017,3.3,1.2,-1.7,,3.8
2017,-0.4,-1.9,-0.1,,3
2017,-3.7,1.8,2.3,,2.7
2017,5,8.7,3.9,,-0.2
2017,4.5,1.9,0.6,,1.5
2017,1.6,-1.1,-0.4,,1.6
2017,0.4,-3.9,1.1,,2.7
2017,0.4,-1.7,-1.3,,2.3
2017,2,0.5,5.2,,4.3
2017,-1.3,-3.4,0.1,,1.8
2017,1.3,0.2,4,,4.4
2017,-0.5,-6.3,3.9,,2.6
2017,4.5,0.8,1.7,,2.3
2017,-2.9,-3.7,-1.6,,2.5
2017,4.7,-3.2,3.5,,1.3
2017,4.4,2.1,1.2,,6.5
2017,1.2,2,0.9,,3.3
2017,-4.2,-2.7,-0.5,,0.9
2017,1.5,-1.2,2.6,,1.8
2017,1.3,3.4,-1.1,,3.5
2017,0.5,0,2.1,,4.4
2017,5.3,3.5,3,,5.3
2017,-3.6,-3.8,-0.2,,4
2017,-0.8,0,6.5,,2.6
2017,6.6,2.4,4,,0
2017,2.6,1.9,1.5,,1.6
2017,-0.9,-3.1,0.4,,1.3
2017,-3.7,-4.3,0.3,,1.1
2017,-1.8,0.2,2.5,,1.1
2017,-2,3.2,1.3,,1.8
2017,2.3,1.8,1.2,,8.4
2017,3.2,1,5.6,,0.5
2017,1.4,-0.9,0.9,,1.1
2017,0.1,-0.9,0.8,,1.4
2017,-0.8,-1.2,-0.1,,1.1
2017,0.5,-1.8,2.4,,0.5
2017,0.1,-2.8,0.7,,1.5
2017,0,-0.4,2.1,,0.4
2017,-1.8,0.1,2.2,,0.5
2017,-0.6,0,3,,0.5
2017,0.5,-0.9,0.6,,1.7
2017,0,-0.3,1.6,,2.5
2017,0.2,-1.2,0,,2.1
2017,-1,-3.5,1,,-0.8
2017,-0.4,4.7,3,,1.8
2017,-1.9,0.5,2.1,,2.1
2017,2.1,-0.1,1.6,,3.7
2017,-3.6,-0.5,0.4,,1
2017,2.7,1.3,0.9,,1.6
2017,1.6,-0.5,1.4,,2.9
2017,-1.2,0.5,3.8,,2.7
2017,-0.5,-2.8,2.1,,0.3
2017,-0.4,-1.7,2.5,,2.1
2017,-2.4,-4.1,3.1,,0.4
2017,2.3,3,3.4,,1.3
2017,-1,-0.5,-0.5,,-0.4
2017,0,-2.6,-1.3,,0.5
2017,-2.6,-0.5,-0.9,,2.7
2017,2,1.1,6.3,,3.2
2017,-0.6,-2,2.3,,1.3
2017,2.8,-0.2,2,,1.5
2017,1.1,-2,1.8,,2.6
2017,2.6,-2.3,2.9,,1.7
2017,-0.8,-3.8,1.8,,4.1
2017,2.9,-2.5,4.8,,1.9
2017,5,2.4,3.7,,2.8
2017,-1.9,-0.1,-0.4,,0.1
2017,-0.5,-0.6,2.4,,2.9
2017,-1.3,-1.5,0.7,,0.8
2018,0.6,,5.7,,0.8
2018,-5.8,,0.1,,-1.4
2018,-0.4,,3.1,,1.3
2018,2.2,,2.8,,3.5
2018,-1.2,,4.6,,2.1
2018,-1.5,,6.2,,-0.5
2018,0.3,,5.6,,2.3
2018,0.3,,4.8,,4.3
2018,5,,5.8,,7.4
2018,4.3,,1.8,,5.6
2018,3.9,,0.8,,4.1
2018,1,,0.2,,3
2018,0.8,,2.1,,1.3
2018,3.5,,-0.2,,3.2
2018,0,,0.5,,2
2018,-0.9,,-0.5,,1.3
2018,2.3,,1,,3.9
2018,2.4,,1.2,,4.5
2018,7,,4.9,,6.7
2018,-0.7,,0.7,,2.6
2018,-0.9,,0.5,,4
2018,-0.4,,4.9,,5.3
2018,-0.7,,6.4,,5.1
2018,-1.7,,6.4,,1.6
2018,0.8,,7.9,,6.1
2018,-1.6,,6.4,,1.5
2018,-0.8,,6,,-0.5
2018,0.5,,7,,2.6
2018,2.6,,6.8,,0.3
2018,4.4,,5.6,,0
2018,2.6,,2.9,,9.3
2018,2,,0.9,,5.7
2018,-1,,3.6,,1
2018,5.9,,5.2,,2
2018,1.3,,4,,7.2
2018,2.5,,2.5,,3.6
2018,1.9,,5.1,,3.8
2018,6,,2.7,,4.3
2018,2.1,,2.1,,6.8
2018,9.2,,6.1,,7.9
2018,7.3,,4.7,,6.8
2018,0.1,,-1.5,,3
2018,-0.7,,2,,4.1
2018,6.2,,4.5,,6.6
2018,-1.2,,0.5,,-0.8
2018,-0.1,,0.2,,1.7
2018,-0.8,,2.3,,3.2
2018,0.7,,2.7,,4.2
2018,3.7,,2.8,,3.1
2018,3.3,,1.8,,5.6
2018,-2.8,,1.8,,5
2018,4.1,,5.4,,2.7
2018,4.1,,4.9,,7.2
2018,-1.7,,1.5,,2.9
2018,1.4,,3.6,,1.1
2018,3.4,,3.6,,3.2
2018,4.8,,0.7,,0.3
2018,-2.1,,-0.9,,1.3
2018,-1.4,,-0.5,,1.3
2018,2.3,,2.5,,3.2
2018,0.7,,1.1,,2.3
2018,-0.5,,4,,2.3
2018,2.3,,7.4,,5.2
2018,4.1,,2.6,,6
2018,-0.8,,0.8,,4.1
2018,2.4,,4.2,,4.1
2018,3.2,,3.4,,2.5
2018,0,,0,,0.7
2018,0.6,,1,,3.1
2018,1.3,,1.9,,2.7
2018,0.1,,0.4,,3.8
2018,-1.2,,3.8,,1.7
2018,2.7,,2.6,,1.1
2018,0,,-0.7,,1.9
2018,0.4,,1.6,,3.9
2018,4.4,,4.6,,4.9
2018,1.9,,0.5,,2.6
2018,-2.3,,1,,2.9
2018,5.6,,6.3,,6.9
2018,5.3,,-0.6,,4.7
2018,0.6,,1.7,,4.3
2018,7.5,,6.9,,3.1
2018,2.5,,0.7,,1.9
2018,2.6,,0.7,,1.7
2018,-3.2,,-1,,0.5
2018,1.1,,1.7,,2.2
2018,1.7,,-0.2,,3.2
2018,1.7,,-0.5,,2.1
2018,-0.2,,1.1,,2.7
2018,0.2,,0.5,,2.5
2018,0.1,,2.5,,2.6
2018,-3.4,,1.6,,-0.8
2019,,,2.8,,-1.8
2019,,,2.6,,2.6
2019,,,2.7,,1.6
2019,,,0.5,,0.8
2019,,,0.5,,4.9
2019,,,2.9,,3.2
2019,,,2.4,,2.3
2019,,,-0.4,,2.3
2019,,,1.4,,1.8
2019,,,3,,1.1
2019,,,0.9,,3.3
2019,,,-0.5,,-4.3
2019,,,0.4,,0.6
2019,,,1.6,,1.5
2019,,,2.5,,0.7
2019,,,2.4,,3
2019,,,2.3,,1.6
2019,,,4.2,,2.5
2019,,,1.8,,1.1
2019,,,-0.1,,3.5
2019,,,2.8,,1.1
2019,,,4.3,,1.4
2019,,,3.4,,1.5
2019,,,5.7,,3.4
2019,,,3.9,,2.1
2019,,,1.5,,0.5
2019,,,4.3,,0.8
2019,,,2.9,,-2.4
2019,,,4.8,,0.2
2019,,,0.3,,1.2
2019,,,1.4,,4.3
2019,,,1.5,,1.6
2019,,,5.1,,2.9
2019,,,4.6,,6.1
2019,,,1.4,,2.1
2019,,,0,,0.9
2019,,,4.6,,3.3
2019,,,0.9,,1.8
2019,,,3.3,,2.1
2019,,,2.1,,-0.3
2019,,,1.3,,2.9
2019,,,1,,5.4
2019,,,3.2,,4.7
2019,,,6.1,,3.4
2019,,,3.1,,0.6
2019,,,2.3,,-0.7
2019,,,-0.4,,1.2
2019,,,1.1,,2.2
2019,,,3.5,,5.4
2019,,,0.5,,1
2019,,,2.8,,2.1
2019,,,5.9,,1.5
2019,,,2,,-3.5
2019,,,3.3,,1.5
2019,,,2,,-1.5
2019,,,1.3,,1.8
2019,,,3,,4
2019,,,0.1,,1.6
2019,,,0.4,,1.8
2019,,,0.7,,1.9
2019,,,2.9,,4.2
2019,,,2.2,,2.6
2019,,,5.2,,0.5
2019,,,3.1,,1
2019,,,3.2,,0.7
2019,,,1.6,,0.7
2019,,,0,,3
2019,,,0.7,,2.9
2019,,,2.6,,0.3
2019,,,1.5,,-1.3
2019,,,-0.5,,-0.2
2019,,,-0.5,,0.2
2019,,,-0.3,,1.7
2019,,,1.4,,-0.5
2019,,,0,,1.1
2019,,,0.5,,2.4
2019,,,3.2,,3
2019,,,2,,1.7
2019,,,-0.1,,0.8
2019,,,-0.3,,1.4
2019,,,0.3,,1.2
2019,,,1.2,,-0.2
2019,,,4.9,,3.2
2019,,,1.3,,-2.3
2019,,,3.7,,3.8
2019,,,3,,4.7
2019,,,4.1,,4.4
2019,,,2.1,,1.1
2019,,,2,,2.5
2019,,,2.4,,1.6
2019,,,2.3,,2.8
2019,,,-0.2,,1.8
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
