Year,Bs,T,B,CT,LB,MG,DG
1972,1.7,,1.8,2.3,1.7,,2
1972,0.3,,1.3,2.2,1.8,,1.5
1972,-3,,0.5,0,0.9,,0.2
1972,-0.5,,0.7,1,0.9,,1.5
1973,0.5,1.4,1.2,0,1.7,,0.9
1973,2,0.8,2.6,1,3.2,,3
1973,-2,-0.4,0.5,-1,0.4,,1.2
1973,-1.2,2.2,1.1,1.6,1.9,,1.8
1973,-1.5,0.2,0.7,0,1.2,,0.6
1973,-1.3,1.1,-0.5,4.1,1.5,,1.4
1973,-1.1,1.7,1.3,0.4,1.4,,1.2
1973,-1.2,0.3,1.4,0.4,2.4,,1.7
1973,-0.9,1,1.4,0.2,-0.5,,0.2
1973,-3.1,0,0.9,0,1.5,,1.4
1973,0.3,1.2,1.4,0.3,2.6,,0.9
1973,0.7,1.6,1.1,0.3,2.7,,0.9
1973,-0.5,1.8,2,1.9,2.2,,2.1
1973,0.1,-1,0.8,0.6,2.3,,0.8
1973,0.8,2.1,0.6,-0.1,0.4,,0.1
1973,-0.5,-1.1,0.6,-0.2,1,,0.1
1973,-0.3,0,1.9,1.2,1.9,,1.4
1973,-0.6,0.7,-0.1,-1,1.1,,-0.4
1973,-1.3,0.4,0.8,0.9,0.2,,1.3
1973,0.5,2.3,2.6,0.8,0.9,,1.8
1973,-0.8,0.9,1.6,1.2,3.1,,1.6
1973,-1.5,-0.6,1.3,-1.1,1.9,,0.9
1973,-1,-3.6,0.5,0.3,0.8,,-0.2
1973,-1.9,-0.2,0.6,0.6,0,,-0.4
1973,-1.4,-0.9,0.7,-1,1.2,,-0.9
1973,-0.7,0.8,0.9,1.1,-1.4,,0.6
1973,-1.7,-1.9,2,1.1,1.2,,1.4
1973,-2.8,-1.7,0.8,-0.3,1.1,,-0.6
1973,-1.2,-1.1,0.1,-0.6,0.6,,-0.6
1973,-1.3,2.6,1.9,-1.5,0.5,,1.8
1973,,1.3,-0.4,0.7,0.6,,0.5
1973,,1.1,1.2,0.7,0.8,,0.6
1973,,0.5,0.9,1.9,1.6,,1.7
1973,,0.2,0.7,-0.7,0.4,,2
1973,,1,0.5,0,2.9,,-0.2
1973,,1.3,1.3,1.1,1.5,,1.4
1973,,1.4,2.4,1.4,1.9,,2.1
1973,,0.7,0.9,-3.1,1.2,,0.8
1973,,0.4,0.1,0.2,-0.6,,0.6
1973,,2.4,0.9,0,0.7,,0.4
1973,,-0.4,0.4,1.1,1.1,,0.9
1973,,-0.4,0.3,0.3,-0.3,,0.2
1973,,-1.3,0.2,-0.5,0.1,,-0.9
1973,,2.1,1.7,1.1,1.6,,3.1
1973,,1.1,3.7,2.2,0.8,,2.1
1973,,2.2,0.2,0.8,-0.5,,1
1973,,0.2,1.2,0.2,1.4,,0.9
1973,,0.8,1.1,1,1,,1.2
1973,,0.5,0.9,0.1,0.1,,0
1973,,-1.2,1.3,0.3,0.5,,0.3
1973,,1.5,1.4,1.1,0.5,,0.9
1973,,-0.4,0.8,0.8,1.6,,0.7
1973,,1.3,0.4,0,0.3,,0.1
1973,,0.6,2.3,2.1,0.7,,1.3
1973,,1.1,1.6,1.2,1.5,,1.1
1973,,1.2,2.1,3.3,3.4,,3.8
1973,,1.8,1,1.6,0.7,,1.3
1973,,0.5,0.8,1.2,0.3,,1.4
1973,,1.9,1.4,2.3,2.9,,2
1973,,0.4,1.4,2.1,2.5,,1.4
1973,,0.8,2.3,0.8,4,,1.2
1973,,1.2,1.4,-0.3,2.5,,-0.6
1973,,-0.2,1,0.9,1,,0.8
1973,,-2.6,-2.9,-1.9,-1.7,,0
1973,,-5.1,-1.9,-1.7,-1.7,,-0.5
1973,,-4.9,-3,-3.7,-1.9,,-1.4
1973,,-4.3,-0.6,-0.1,0,,0.5
1973,,-0.2,-0.2,0.3,-0.5,,-0.4
1973,,1.1,2,1.2,1.4,,1
1973,,0.7,1.2,-0.2,2.6,,0.4
1973,,-4.8,-0.7,-1.5,0,,-1.4
1973,,0,1,1.2,0.9,,1.3
1973,,-0.2,-0.5,1.5,0.3,,1.7
1973,,0.7,0.7,0.6,1,,0.7
1973,,2.2,0.2,1.6,1.1,,1.4
1973,,2.5,0.3,1.7,1.2,,1.4
1973,,-0.8,0.6,-0.1,2.2,,0
1973,,-0.3,1.4,1.5,0.9,,1.2
1973,,-1.1,0.6,-0.1,2,,0.5
1973,,-1.6,0.1,0,-0.1,,0
1973,,-2.4,-1.1,1.1,2,,1.9
1973,,-1.9,-0.8,0.8,2.5,,1.7
1973,,0.3,0.3,1.7,0.6,,1.3
1973,,-0.8,-0.3,0.1,0.2,,-0.6
1973,,-2.5,-3.2,-1.9,-2,,-1.3
1973,,-0.1,1.2,0.6,1,,0.9
1973,,-1.5,0.2,-1.1,1.4,,-1.1
1973,,0.3,0.5,-0.2,0,,0.3
1973,,-0.4,0.3,0.9,0.8,,0.5
1973,,1,0.8,1.6,0.4,,0.9
1973,,0.1,0,0.2,0.6,,1.5
1973,,-1.3,0.2,-0.3,1.3,,0.1
1974,1.8,2.1,0.8,1.3,1,0.8,0.7
1974,-1,-0.3,0.7,0.7,0.7,0.5,0
1974,0.4,1.9,2.1,0.8,1.7,2,1.5
1974,-0.3,0,0.5,-0.2,0.7,0.7,0
1974,-0.2,1.5,1.3,0.8,0.6,1.4,1.4
1974,-0.6,0.7,0.7,1.3,0.7,1.2,0.5
1974,0.9,1.1,-0.2,0.4,1.1,1.1,0.1
1974,-1.1,1.9,2.1,0.9,0.6,0.9,0
1974,-0.7,-0.8,0.9,0.7,0.6,0.6,0
1974,-0.7,1,0.7,0.8,0.4,1,0.2
1974,-0.9,1.6,1.2,0.9,0.7,0.9,0
1974,1.1,1.6,1.1,2.8,1.8,2.3,2.3
1974,1.3,0.7,1.3,0.2,0.4,1.3,1.3
1974,-3,1.3,1.2,0,0.9,0.3,-0.6
1974,-3.1,-0.2,1.7,0.3,1.1,2.4,1.2
1974,-0.4,0.3,3,0.8,3.4,3.3,1.7
1974,-1.1,0.2,0.9,1.2,1.7,2.5,1.5
1974,0,0.4,0.7,-0.2,0.7,1.2,-2.1
1974,-0.1,0.7,0.1,0,2.4,1.7,1.2
1974,-0.1,2,1.8,0.5,1.7,2,1.3
1974,1.1,2.1,1.3,1.1,0.3,1.5,0.7
1974,2,1.3,0.8,3.5,1.8,4.1,3.2
1974,1.6,0.9,1.5,2.7,0.8,3,2.1
1974,0.2,0.5,0.7,1.6,0,1.9,1.5
1974,0.6,-1.8,0.6,2.2,0.7,3.7,2.3
1974,-0.8,-1.5,-0.5,0.2,0.5,1.9,1.4
1974,1.6,2.2,1.3,2.6,0,2,1.3
1974,0.3,0.5,0.8,0.3,-0.1,0.3,0.6
1974,0,0.2,1.5,-1,2.8,2.1,2.1
1974,-0.1,1.2,0.3,0,1.2,0.9,0.8
1974,-2.7,-2.1,1.3,0.5,1.5,1.3,0.5
1974,-0.2,-3.3,2.3,1.3,1.2,4,0
1974,-0.9,0.4,0.5,1,1.1,1.3,0
1974,-2.3,,0.5,0,0.9,0.1,0
1974,-1.4,0.9,1.2,0.3,0.9,1.1,0
1974,1.2,-0.3,1.3,0.8,2.7,2.2,0
1974,0.8,0.8,0.4,0.6,0.9,0.8,0
1974,1.1,,1.7,1.7,2.6,1.9,0
1974,-0.3,,0.4,1.3,1.7,0.8,0
1974,-0.7,,0.7,0.3,0,0.3,0.7
1974,-0.2,2,1,0.3,0.4,0.2,0.4
1974,0.9,0.5,0.4,1.4,1.2,1.8,2
1974,-0.6,0.9,0.5,2,0.6,1.8,1.9
1974,0,1.2,1.9,1,1.8,1.7,1.6
1974,-0.7,-0.4,0.9,-0.2,0.1,0.3,1.1
1974,-0.2,0.4,0.6,0.3,0.1,0.2,0.6
1974,-1.5,0.2,1.1,1.6,-0.3,1,1
1974,-0.7,1.2,1.3,0.3,1.3,1.2,1.2
1974,-1.1,-0.9,0.7,0.3,0.4,0.7,0.9
1974,-1.4,0.9,1.6,1.1,1.3,1,1.2
1974,-0.4,0.4,1.1,-0.2,0.2,0.1,0.5
1974,-2.2,-4.5,-0.1,-1.7,0.3,0.4,0.2
1974,-0.1,-3.7,1.1,0.3,1.2,1.1,1.2
1974,-1.9,-3.2,0.6,0.3,-1.8,0.5,0.7
1974,-0.2,-2.3,1.3,1.3,0.7,1.5,2.5
1974,-0.6,-0.1,0.9,-0.1,-0.1,0.3,0
1974,-0.3,0.3,0.3,0.8,0.3,0.8,0.5
1974,-0.8,0,0.7,0.5,1.5,0.7,0.1
1974,-3.4,-2.5,-1.4,-2.2,0.7,1.7,0.8
1974,-1,-0.1,0.3,-1,2.3,0.2,0.8
1974,-2.5,-0.3,0.2,-0.2,0.3,0.5,0.8
1974,-0.2,0.2,0.7,-0.2,0,1,1.6
1974,0,0.1,0.8,0.6,0.4,1.4,1.8
1974,-1.8,1.2,1.2,0.8,1.2,1.4,1.3
1974,-0.3,2.1,2.2,1.7,2.5,2.3,2
1974,0.2,2.1,0.9,-0.3,0.8,1,0.5
1974,-0.2,1,0.6,0.8,1.5,1.5,1
1974,1.7,0.6,0.2,1.5,1.2,2,2.2
1974,-1.2,-0.6,0.3,-0.6,1.3,1.6,0.9
1974,-0.1,-2.4,0.4,0.6,-0.8,0.4,0.2
1974,-1.8,-1.5,1.1,-0.3,1,0.9,1
1974,0.1,,0.7,0.1,0.4,1.3,0.5
1974,-0.2,-2.2,0.7,0.7,1.8,1.3,1.4
1974,0.1,0.5,0.5,1,2,1.7,2
1974,1.2,1.3,0.1,1.2,0.7,1,1.5
1974,0.4,1.7,1.3,0.3,1.3,0.9,1.2
1974,0.2,1.2,0.5,1.3,1.6,1.5,0.6
1974,-1.7,-1,1.3,0.5,0,0.9,0.8
1974,-1,0.6,1.2,0.7,1.7,1.4,1.6
1974,0,-0.2,1.3,0.4,1.5,1.6,0.9
1974,-0.8,-0.2,0.3,-1.1,1.3,0.9,-0.1
1974,,-0.3,0.5,0.7,0.5,0.5,0.2
1974,,1.3,1.6,1.4,1.2,1.9,1.3
1974,,-1.1,0.2,-1.5,1,0.4,0.2
1974,-0.2,0.8,0.5,-0.2,0.6,0.1,-0.7
1974,1.3,-8,2.1,1.5,2.5,2,1.6
1974,-0.5,-0.1,0.5,1,0.5,0.5,1.4
1974,-2.1,-2.3,-1.6,-1.9,-1,-0.5,-1.2
1974,0.9,-0.1,0.5,0.9,1,0.8,1.3
1974,-0.5,1.1,0.4,-0.3,0.9,0.4,0.1
1974,0.2,1.7,0.2,0.7,-0.8,0.1,0.6
1974,1,-0.7,-0.6,0.5,-0.4,1.2,1.8
1975,1.1,0.9,2.4,1.9,2,3,1.8
1975,2.3,1.2,2.8,0.1,1.8,3.4,3.2
1975,-1.8,0.5,1.2,0.7,1.3,1.2,1.5
1975,0.7,-2.7,4.6,0.8,1.7,3.4,0.1
1975,-1,-0.7,0.5,0.1,1.1,0,0.3
1975,0.5,1.9,1.1,-0.4,0,2.3,2
1975,-0.5,0.9,1.1,-1,1.5,1.4,0.9
1975,0.7,1.4,1.1,0.5,-0.1,1,1.6
1975,0.5,1.2,0.8,1.3,1.4,2.2,1.5
1975,-1.1,0.2,0.8,0.9,0.5,1,1.4
1975,-2.5,-0.5,1.3,0,1.8,2.2,1.2
1975,-0.4,1.1,0.9,1.7,1.7,2.2,2
1975,-0.5,0.5,0.9,0,1,1.5,1.8
1975,1,3.3,2.9,2.1,4,3.5,3.4
1975,-0.6,-0.2,1.5,1.3,2.1,1.8,1.2
1975,0.9,0.5,1.5,0.9,1.5,1,0.7
1975,-0.5,1.5,1.5,1.3,1.5,1.7,1.4
1975,-1.3,-0.5,0.6,-1.4,2.1,1.2,0.4
1975,-1.5,0,0.6,-1,3,0.6,-0.8
1975,1.5,2.1,2.2,1.9,3.8,3.4,2.8
1975,1.2,0,0.2,1.7,2.2,1.9,1.8
1975,0.3,0.8,1.2,1.2,1.5,2,2.1
1975,-1.1,-0.1,0.4,1.5,2.6,1.8,2
1975,-1.1,0.7,0.6,1.3,1.1,1.8,1.2
1975,-1,0.3,0.8,1.5,1.3,2.3,1.9
1975,-1.5,0.1,0.2,1,1,2.4,1.7
1975,0.8,0.5,1.4,2.5,3.3,3.7,2.2
1975,2.9,1.5,2.8,4.5,3.8,5.3,4.4
1975,0.2,0.8,1.8,4.4,0.7,1.7,1.3
1975,-0.8,0.4,0.9,1.5,1.5,1.6,1.5
1975,-1,0.2,0.7,1.1,1.6,2.3,1.5
1975,-0.1,-0.4,1.1,0.7,1.5,1.3,1.2
1975,-0.7,1,2.5,1.8,3.3,2.4,2.1
1975,0.1,1.8,2.2,2.8,1.5,2,1.4
1975,0.5,0.5,0.9,1.2,2.6,2.5,0.6
1975,1,-0.2,0.8,1.7,1,2.2,1.4
1975,0.6,1.3,0.8,1.8,1.2,3.4,3
1975,1.4,1.7,1.5,1.7,2.7,4.5,3
1975,0.4,0.6,0.3,0.7,1,1.7,1.1
1975,-1.3,2.4,1,-0.1,1.3,0.2,0.8
1975,-2.3,1,0.4,-1.4,-0.1,0.6,0.7
1975,1.2,1.8,2.3,2.3,2.9,3.6,2.5
1975,1.3,2.4,1.1,0.8,1,1,1.5
1975,0.3,2.3,1.4,0.7,1,0.1,1
1975,-0.2,1.9,0.8,-1.1,0.4,0.9,1
1975,0.2,2,1.4,1.1,1.3,1.4,1.1
1975,-1.2,0.5,1,0.5,0.8,2.2,1.8
1975,-0.4,1.6,1.2,0.6,2.4,1.1,0.8
1975,-2.9,-0.9,-1.5,-3.7,-1.7,-1.5,-2.2
1975,1.4,2,3.5,2.2,3.2,3.2,2.9
1975,-0.8,0.1,0.7,0.4,0.2,0.2,0.7
1975,-0.4,-1.4,0.4,-0.7,0.8,0.3,0.2
1975,-0.4,0.2,1,0.6,1.7,1.7,1.4
1975,-0.5,0.2,1.3,2.2,2.6,2.9,2.4
1975,-0.9,-3,-1.1,0.9,1.8,1.8,1
1975,-2,-0.5,0.7,0.3,1.7,1.2,0.5
1975,0,2,2.7,1.7,3.2,2.9,3.1
1975,-1.6,0.3,1.2,-1.1,2.1,1.7,0.1
1975,-0.1,1.8,1.4,1.7,4.7,3.4,2.2
1975,2.9,4.5,3.9,4,4.1,4,4.1
1975,-2.5,0.9,1.2,0.3,1,0.9,0.4
1975,-1.9,0.5,0.8,0.7,0.5,1.4,0.9
1975,-1.1,2,0.7,0.2,2,2.6,2.2
1975,-2,0.4,0.2,-0.5,1.5,0.6,0
1975,0.2,0.2,2.7,0.9,0.6,1.6,0.4
1975,-0.6,1.3,0.7,0.8,-0.2,0,-0.9
1975,-0.7,1.1,1.1,-0.6,0.7,0.2,-0.5
1975,0.1,0.9,0.4,0.5,1,0.6,0.3
1975,3.1,4,3.2,3.5,2.6,2.8,3
1975,1.3,-0.6,2.7,1.8,0.4,1.6,-2.1
1975,-1.1,-0.3,0.5,0.8,0.6,0.1,0.5
1975,-1,-0.2,0.3,0.3,0.7,0.6,0.9
1975,0.5,3.2,0.9,0.5,1.7,2.1,1.5
1975,-1.9,0.3,0.3,-0.5,2.6,0.8,0.8
1975,-1.4,0.2,1.2,-0.6,1.6,1,0.5
1975,-1.2,-0.5,0.2,-1.2,2,0.9,0.7
1975,-1.1,1,1.4,0.4,2.6,2.7,2.5
1975,-0.8,-1.2,1.1,0.7,0.8,1,0.8
1975,1.6,-1.3,1.9,-0.8,1.2,2.2,2.7
1975,-1.6,-1,-0.3,-0.1,0.9,0.7,0.3
1975,-0.5,-0.7,1.1,-0.6,2,1.3,0.6
1975,-1.1,3.1,1.6,-1.9,1.8,2.2,1.3
1975,-3.5,-0.7,0.4,-2.3,0.9,0.2,-0.8
1975,-1.1,1,1.6,3.8,2.7,2.3,1.6
1975,0.1,0.2,1.1,0,1.4,1.4,1.4
1975,0.5,1.6,3.5,1.4,2.5,4,1.6
1975,-1.4,-0.8,1.1,-4.3,2,1.6,1.2
1975,-0.4,1.2,1,0.1,1.1,-0.9,-0.4
1975,-0.5,1.2,1,1.2,2,1.7,1.5
1975,-0.4,-0.7,0.1,-0.9,1.1,-0.7,0.4
1975,1.7,0.6,0.7,2.1,0.3,1,0.9
1975,-1.3,1.8,1.4,1.7,3,1.9,1.2
1976,-0.9,0.3,1.1,1.4,1.2,1.5,1.5
1976,0.4,0.7,2.4,2,2.7,2.3,1.9
1976,-0.5,-0.1,0.3,0.8,1,1,0.5
1976,-0.1,-0.5,-0.2,0.1,2,1.5,0.6
1976,0.7,0.4,0.9,1,1.4,2,1.5
1976,0.9,1.6,1.1,0,2.4,1.7,0.1
1976,1.3,2.4,2.2,0.7,2,2.4,1.5
1976,-0.3,0.5,0.4,-0.7,1.1,0.3,-0.5
1976,-0.2,1,0.9,-0.4,1.8,0.6,0.1
1976,0,1.4,1.4,0.1,0.8,1.6,1.3
1976,-0.3,1,0.4,1,-0.6,0,0.3
1976,-0.2,0.3,1.1,0.5,1.9,1.8,1.4
1976,-0.3,0.3,0.5,-0.5,1.2,1.5,0.6
1976,-0.3,-0.6,1.4,-0.5,2.6,1.9,0.6
1976,-1.2,-2.2,0.3,1,1.5,1.1,0.7
1976,-1.3,0.9,0.4,1.1,0.9,3.1,2.2
1976,-1,-0.1,1.3,0.7,1.3,1.1,0.6
1976,0.8,-0.2,3.7,2.8,3.8,3.9,4
1976,0.4,-1.1,3.6,-0.1,1.8,2.2,2
1976,1.4,0.7,1.9,1.2,1.8,3.3,2.4
1976,0.9,2,1.3,0.6,1.2,1.1,1.2
1976,0.6,1.6,1.7,-0.1,1.5,-0.5,0.1
1976,0.7,2.8,1.5,0.4,1,0,0.2
1976,-0.3,1.1,1.6,-0.6,1,0.4,0.3
1976,-2,-0.1,-0.6,-2,0.5,-0.5,-1.5
1976,-1.2,0.4,2.1,1.7,2.4,2.2,1.8
1976,-0.9,0.4,1.9,1,3,2.5,1.5
1976,0.5,0.7,1.7,1.6,3.4,2.4,1.6
1976,0.5,0.9,1.3,1.7,2.3,3.7,3.8
1976,1,2.1,1.3,3.4,1.4,3.5,2.5
1976,0.7,1.4,0.8,0.9,0.8,2.6,1.8
1976,1,2,1.5,1.5,2.3,3.8,2.8
1976,1.9,0.5,3.6,2.4,3.4,3.1,2.3
1976,-0.2,1,0.9,0,0.3,1.2,0.6
1976,-0.5,-2.7,0.2,-0.2,1.8,0.7,0
1976,0.3,2.1,2.3,0.9,1.8,1.8,1.8
1976,0.4,0.3,0.4,0.8,2.1,1.7,1.2
1976,-2.7,-1.3,-0.8,-1.5,-0.7,-0.7,-0.9
1976,0,0,1.3,0.3,1.3,1.7,1.4
1976,3.3,3.9,3.7,3.9,4.4,4.3,4
1976,-0.8,1.2,1,0,1.5,1.4,1.5
1976,0.6,1.3,1.4,0.4,1.5,1.3,1.3
1976,-0.5,1,0,-0.1,1.6,0.4,0.8
1976,-0.8,0,1.6,0,1.2,1.2,0.3
1976,-1.7,0,0.4,-0.6,0.3,-0.1,0
1976,-0.3,0.9,1.3,0.7,0.6,1.3,0.5
1976,0.5,1.4,1.4,1.2,2.2,1.8,2.4
1976,-1.2,-0.2,-0.5,-0.8,0.5,-0.3,-0.2
1976,-1.9,0.2,1.1,1,1.3,2,2
1976,-1.5,1,0.9,0.8,1.5,1.8,1.4
1976,-3,1.2,1.3,-0.4,1,0.6,0.4
1976,-0.9,0.5,1.1,0.9,-0.6,-0.1,0.8
1976,-0.6,0.1,0.6,1.1,1.1,1.8,1.4
1976,1.1,0.8,1.4,1.8,1.6,1,1.2
1976,-0.1,1,1.2,1.5,1.4,0.4,0.8
1976,-0.7,2.4,0.8,1,0.9,1.2,1.6
1976,-1.6,4.9,1,1.6,1.9,2,1.6
1976,-1.2,2.4,0.8,2,1.1,2.7,2.2
1976,-0.6,-0.7,0.3,0.2,-0.5,0,0.1
1976,-0.1,0.5,3.2,2.9,3,2.7,2.6
1976,1.1,0,1.8,2.9,1.9,3,2.8
1976,-0.4,-0.5,2.4,1,1.6,2.2,1.3
1976,-0.4,-0.6,1.2,1.2,1.5,1,0.9
1976,-3.4,-2.8,-0.6,-0.4,-1.4,-1.1,-1.2
1976,-1.9,-2.2,-0.2,-0.5,-0.6,-0.5,-0.1
1976,-1.4,-0.1,-0.3,-0.2,0.2,-0.3,0.3
1976,1.6,2,2.2,0,2.9,2.5,1.6
1976,-0.6,-0.5,1,1.5,1.5,2.8,2.6
1976,0.9,0.9,1.6,2.7,2.1,2.4,4
1976,-1.1,0.9,0.8,1,1.5,1.9,1.3
1976,2.2,2,2.6,2.5,2.2,2.6,2.2
1976,-1,-0.2,1.1,0.4,1.9,1.4,1
1976,-1.4,0.4,0,0.5,0.6,0.4,0.3
1976,-1.7,1,1,0,0.4,-0.1,0.3
1976,-1,4,0.2,0,1.9,2.2,2.1
1976,-0.8,0.8,0.8,0.7,3,1.9,1.6
1976,-0.9,0.6,1.1,1,2.1,1.6,1.4
1976,0.1,1.9,1.4,2.7,2.8,3.5,2.4
1976,-0.1,-1.2,0.5,2.4,2.4,3.5,2.8
1976,0.4,1.3,1.6,1.5,2.8,3.4,2.7
1976,1.1,2,1.2,2.9,2.5,3.9,3.1
1976,0,0.7,0,0.8,0.8,1,0.2
1976,1.7,1.8,1.7,2.7,2.9,3.8,2.8
1976,0.7,3.2,2.1,1.6,3.1,2.5,1.3
1976,0.2,3.2,1.6,1.3,1.7,1.4,1
1976,-2.2,0.5,0.3,-0.1,1.2,0.2,0.2
1976,-0.5,0.7,0.8,2,1.8,2,1.7
1976,-1.8,-2.1,-1.2,0.7,-0.5,1.3,1.3
1976,-1.2,-1,-0.6,-0.9,-1,-0.1,-1
1976,0.8,1.5,-0.3,1.8,0.5,2.7,2.3
1976,-1.8,-0.9,-0.2,-0.4,0.3,-0.3,-0.3
1976,-2.6,-0.4,0.3,-2.8,0.9,0.4,1
1977,-1.3,,0.5,0.5,-1.3,0.8,0.1
1977,-0.4,,0.7,0.9,0.4,1.4,0.5
1977,-0.4,,2,2,2.4,2.4,1.2
1977,3,,5.4,4.5,4.5,4.6,4
1977,6.3,,7.3,7.2,7.1,8.5,7.9
1977,0.8,,2.3,2.7,3.2,4.5,3.3
1977,-0.5,,1.5,1.9,0,1.7,1.1
1977,-1.2,,2.3,1.4,1.5,2.3,1.6
1977,-0.3,,1.7,2,-0.7,1,0.6
1977,-0.6,,-1,-0.1,-0.6,0.1,-0.2
1977,4.3,,3.6,5,3.1,5,5.4
1977,1.2,,2.6,2,1.7,2.2,2.2
1977,-0.1,,1.2,2,1.1,2,1.6
1977,-1.4,,1,0.5,0.7,0.7,0.5
1977,-0.1,,0.2,0.3,-1.1,-0.6,0
1977,0.4,,1.3,1.1,-0.8,1.7,1.2
1977,0.5,,1.9,2.1,1,2.4,1.1
1977,0.5,,1.4,1.8,-0.2,1.4,1.7
1977,-1,,1.4,1.6,0.3,2,1.1
1977,-1.9,,0.2,0,0.1,0.9,0.2
1977,-0.7,,0.8,0.9,0.1,0.9,1.1
1977,-0.7,,0.5,0.1,-0.3,0.5,-0.1
1977,-0.2,,1.1,-0.5,0,0.4,-0.7
1977,5.6,,5.4,4.9,6.1,5.9,5.2
1977,-1.9,,-0.3,-4,0.9,0.8,0.1
1977,-0.6,,0.1,0.4,1.1,1.2,0.3
1977,2.5,,3.1,1.6,-0.5,-0.1,0.5
1977,1.1,,2.9,3.4,2.6,3.1,2.9
1977,0,,0.9,1.5,1,1.4,0.6
1977,1.8,,3.3,1.7,2.9,3.6,2.6
1977,-5.1,-3.2,-4.9,-4.7,-2.5,-3.2,-3.3
1977,0.3,1.7,-0.9,0.1,-1.5,0,1
1977,0.5,1.5,0.6,-0.5,0.9,1.1,0.5
1977,0.5,2.4,1.3,0.2,0.9,1.2,0.4
1977,-0.2,0.6,0.2,1,0.4,1.8,0.5
1977,0,-0.2,0.5,1.2,0.3,2.3,0.4
1977,-1.1,2.4,1.3,0.4,0.5,0.8,0.7
1977,0,-0.6,4.9,0.5,-1.5,4.8,1.3
1977,0.7,1.5,1,1.4,-0.4,1.6,0.6
1977,3.2,1.4,3.7,4.6,0.6,3.9,3.4
1977,-0.1,-0.4,0.5,0.8,-0.4,2.1,1
1977,2,0.9,1.7,2.8,0.5,3,2.3
1977,5.4,3.1,3.9,6,4.7,5.6,5.3
1977,-1.9,0.9,0.7,-0.3,-0.3,0.4,0.4
1977,-0.3,-0.8,0.3,-0.8,1.1,1.2,-0.1
1977,1.8,-0.2,3.5,2.8,1.6,2.3,-1.3
1977,-0.4,-1.9,1,-0.1,0.9,1,-1
1977,-0.9,0.5,0.2,0.4,0.3,1.8,-0.4
1977,-0.2,0.4,0.7,-0.1,0.7,1.1,-0.1
1977,-2.2,-0.3,1,-0.5,0.4,0.2,-0.6
1977,-1.5,,0.6,-1.9,0.2,1.6,0
1977,-0.2,0.9,0.8,-0.1,1.1,1.4,0.4
1977,1.9,2.4,2,1.7,2.4,3.3,2.8
1977,2.8,,4,3.8,4.7,4.6,3.3
1977,2.3,,3.6,3.8,3.5,4.3,3.4
1977,1.2,,1.3,1.6,1.5,1.5,1.3
1977,-0.2,,2.4,2.9,3.2,3,3.4
1977,-0.3,,1.3,1.4,1.5,2.1,1.5
1977,-1.5,2.5,1.7,1,2.5,2.4,0.7
1977,-2.3,-0.5,0.1,1.5,0.5,0.4,-0.3
1977,0.5,-1.2,-0.4,0.5,0.5,0,-4.4
1977,-0.7,0.3,0.6,1.9,0.8,0.8,-0.3
1977,1.1,0.5,1.3,1,2.7,3.2,1.6
1977,1.2,2.5,3.3,1.9,3.3,3.5,2.4
1977,0.3,1,1.2,0.6,1.5,1,0.9
1977,-1.1,1.6,1.4,1.4,1.7,2,1.8
1977,-0.4,-3.2,2.1,1.8,2.7,3,2.7
1977,2.2,-2.4,2.4,3.3,3.2,4,3.7
1977,-2,-1.3,-0.9,-1.3,-0.2,-0.5,-0.7
1977,-2.8,-1,0.9,0.3,0.3,1.1,0.2
1977,-0.3,1.4,1.1,-0.7,1.1,1.1,0
1977,-0.6,0.7,0.8,0.1,1.2,0.9,0.1
1977,-0.8,1.1,0.8,0.1,0.9,0.7,-0.5
1977,-0.9,1.1,0.9,0,0.4,1.1,-0.1
1977,0.5,0.5,0.6,0.8,0.7,1.5,1.1
1977,1.6,1.3,1.8,0.7,1.2,3.5,-0.1
1977,-0.2,-0.5,0.1,-1,-2.1,0.9,0.2
1977,-0.6,0.7,0.6,0.3,0.3,1,0.4
1977,-1.4,1.1,1.1,0.7,1.1,2.1,1.6
1977,-1.3,1.4,1.2,0.4,0.5,0.9,0.5
1977,1.5,1.3,0.1,3,1,2.5,2
1977,-1,-0.3,1.1,0.2,-0.2,1.1,-0.3
1977,-1.5,-0.2,0,-1,0.5,0.4,-0.2
1977,-0.3,1.9,1.1,-0.9,0.8,0.8,0.3
1977,-0.7,-1,-0.7,-0.5,3.1,0.9,-0.2
1977,-1.2,0.8,0.7,-0.4,1.9,0.8,0.6
1977,-0.4,-2.5,1.3,1.8,2.5,2.6,2.5
1977,1.5,2.5,2.3,3,2.3,2.8,3
1977,-0.2,0.1,-0.9,-0.2,-0.4,0.3,-0.4
1977,0.3,-0.2,0,0,0.7,0.8,0.1
1977,1,-0.6,-0.1,1.2,0.6,1,1.1
1977,-1.5,-0.6,0.1,0.1,0.7,0.9,0.2
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
