Year,Bs,T,B,CT,LB,MG,DG
1967,-0.4,0.7,0.4,-1.2,0.1,,
1967,1.1,2.3,1.1,0.5,0.6,,-0.5
1967,-1.3,0,1,0.9,0.5,,2.3
1967,-0.4,0,1.2,-1,1.6,,0.9
1967,-1.1,-1.4,-0.2,-2.7,3.6,,0.1
1967,,-0.2,0.8,-0.5,0.2,,0.6
1967,,0.3,0.4,-3.7,0.4,,0.1
1967,0.8,0.2,1.1,-1.6,2.8,,-0.2
1967,-0.6,0.4,1.3,-0.6,0.9,,0.3
1967,-0.6,-0.6,1.1,-0.9,-0.9,,-1.1
1967,-0.4,-0.5,1.2,-1.4,0.6,,0.6
1967,-1.2,-0.2,1.4,-3,0.5,,-1.6
1967,0.8,0.1,0.9,0.2,0.6,,0.2
1967,-1,-0.2,0.2,-2.6,-0.3,,-1
1967,-2.4,-1.1,-0.6,-1.7,-0.3,,-1.5
1967,0.4,-1,-0.1,-1.7,1.7,,0.6
1967,-2.7,-3.2,0.3,-1.2,2.9,,-0.2
1967,0,-2.1,0.8,0.7,2,,2.4
1967,-0.3,-0.4,0.2,0.7,1.2,,1.6
1967,-2,-2.5,-1.2,-1.8,-0.2,,-0.7
1967,1,4.4,0.6,-0.6,0.7,,1.6
1967,-0.1,1.9,1.4,-1.1,0.4,,0.4
1967,2.6,2.9,3,1.3,1.2,,2.6
1967,-0.4,1.5,0.7,-0.2,0.6,,0.1
1967,0.5,0.6,1.1,0.3,1.5,,1
1967,-1.3,0,1.5,-0.5,1.8,,1
1967,-0.6,0.7,0.7,0.2,0.2,,0.6
1967,-1.7,-2.1,0.1,-1.2,0.9,,0.3
1967,-2.8,-2.1,-0.8,-1.6,0.3,,0
1967,-0.5,0.1,1,-1.7,2.6,,0.4
1967,0.3,-0.4,0.5,0.5,0,,0.1
1967,-0.6,-1.5,0.2,-0.3,0.9,,0.2
1967,-0.4,-0.4,0.4,-1.8,3,,0.9
1967,0.5,0.6,0.7,-0.1,1.3,,0.2
1967,0.9,0.6,2.3,-0.9,1.8,,1.5
1967,-0.2,-0.4,0.6,-1.1,2.3,,0.5
1967,0.3,0.8,0.6,-0.5,1.5,,0.2
1967,0,0.9,1,-1.9,0.5,,-0.4
1967,-1.9,-0.3,0.2,-1.2,,,
1967,-2,-0.7,1.4,-1.6,,,
1967,1.1,1.9,2.7,1.3,,,
1967,-0.5,1.4,2.2,1.8,,,
1967,0.8,0.1,1.1,-0.4,,,
1967,-0.5,0.4,0.5,-1.2,,,
1967,-0.9,0.4,0.4,-1.1,,,
1967,1.3,3.7,1,0.5,,,
1967,0.8,4.7,0.2,0.1,,,
1967,-2.1,0.3,0.4,-0.2,,,
1967,-0.3,0,0.9,0.3,,,
1967,1.9,1,2.9,1.4,,,
1967,0.1,-0.7,0.4,-0.7,,,
1967,-1.3,0,0.7,-0.1,,,
1967,-0.2,-0.6,0.6,-0.5,,,
1967,-1.2,-0.5,0.7,-1.4,,,
1967,-1.6,-0.8,0.5,0,,,
1967,-0.9,-1,0.5,-0.4,,,
1967,-4.1,-1.6,-1.3,-2.1,,,
1967,-0.6,0.4,0.6,-0.1,,,
1967,0.5,0.8,0.5,0.5,,,
1967,1.4,-0.4,0,0.6,,,
1967,-1.2,-1,0.3,-1,,,
1967,-1.1,0.2,0.5,-1.6,,,
1967,1.8,1,0.7,0.4,,,
1967,1.1,1.2,2.2,2.1,,,
1967,1,1.5,1.8,0.2,,,
1967,-1.7,-0.9,0.9,-1.9,,,
1967,-1.6,-0.1,1.1,-0.3,,,
1967,-0.6,-0.3,0.7,-1.5,,,
1967,0.9,-1.2,1.1,1.1,,,
1968,-3.6,-2.7,-0.5,-4.6,0.1,,-1.5
1968,1.2,1,1.5,1.2,-0.5,,1.2
1968,-0.8,0.9,1.8,-1.8,1.5,,0
1968,-0.4,0.1,0.3,-1.4,0.1,,0.3
1968,-1.9,-1.2,0.3,-1.9,-0.2,,-0.3
1968,0.1,1.4,1.6,-0.1,1.7,,1.4
1968,0.9,0.9,1.6,1.3,1.9,,1.7
1968,0.5,1.7,1.5,1.5,1.4,,1.6
1968,-0.4,0.6,1.6,0.9,1.5,,2
1968,0.3,1.2,0.7,-0.3,-0.2,,0.3
1968,0.7,1.2,1,1.9,1.3,,2.1
1968,-0.5,0.1,1.2,-0.5,1.4,,1.3
1968,-0.7,-0.7,-0.2,0,-0.4,,1.1
1968,-0.2,0.5,0.5,-0.3,-0.3,,0.1
1968,-1.3,1.5,0.6,0,0,,0.7
1968,0,0.8,1.6,-0.8,1.5,,-0.1
1968,1.4,1.3,1.6,1.6,1.6,,2.1
1968,-1.5,-0.9,0.1,-1.3,-0.2,,-0.4
1968,-3.2,0,1.3,-1.6,0.2,,1.8
1968,-0.6,0.5,1.2,-0.7,0.7,,1.6
1968,-0.6,0.8,1.7,-0.2,-0.4,,0.7
1968,-3.2,-3.6,-2.7,-1.7,-1,,-2
1968,-0.3,1,1.1,-0.3,1.1,,1.4
1968,-0.3,0.8,1.5,0,0,,0.3
1968,-1.6,-0.1,0.6,-0.8,0.1,,0.8
1968,-1.7,-0.5,0.3,0.1,-0.5,,-0.2
1968,-0.6,0.3,1.2,0.7,1.8,,1.3
1968,-1.5,-5,-1.6,0.3,1.5,,1.6
1968,0.7,1.4,0.9,-1.1,0,,0.4
1968,1.8,2.4,0.5,1.6,0.8,,-3.5
1968,0.5,1.3,1.4,1,0.8,,1.5
1968,-1,2.9,2.1,2.9,2.4,,3.4
1968,-1.2,-0.4,0.1,-0.9,-0.2,,0.1
1968,0.1,-0.3,1.9,1.1,2.1,,1.7
1968,-1.3,-1.1,0.5,0.2,0,,0.5
1968,-1,-0.6,1.5,0.7,1.8,,1
1968,-3.1,0.3,-0.3,-1.4,-0.9,,-0.2
1968,-0.7,1,1.8,0.4,2.5,,1.8
1968,-0.8,0.4,1.3,-1.8,0.4,,1.6
1968,-1.6,-0.6,0.5,-0.5,-0.3,,0.3
1968,-0.8,1.8,2.2,0.7,2.4,,1.6
1968,-0.8,-1.5,0.4,-0.5,0.1,,0.5
1968,-0.1,1.3,1.2,-0.3,0,,0
1968,1.6,1.3,0.3,1.2,-0.8,,1
1968,-0.1,1.1,1.6,0.8,1.8,,1.4
1968,1.2,2.7,1.4,1.6,0.9,,2.4
1968,-1.9,1.3,2.5,-1.3,0.6,,0.6
1968,-0.5,0.7,1.4,0.4,1.9,,1.6
1968,3.4,3.6,4.2,4.1,3.5,,4.6
1968,-0.5,0.7,2.3,1.4,2.6,,1.8
1968,-0.7,0,1,0.2,1.5,,1.4
1968,-1.3,-0.7,0.3,-0.1,1.1,,0.7
1968,0.9,2.4,1.5,1.9,1.3,,1.6
1968,-0.4,-0.4,1.1,0.3,2,,2
1968,0.4,-0.8,0,0.5,2,,2.2
1968,0,-0.7,0.2,0.9,0,,2.2
1968,0.5,1.1,2.1,1.7,1.5,,2.6
1968,-0.8,-0.6,0.3,-0.2,0.8,,1
1968,0.2,-0.4,0,0.5,1.2,,0.8
1968,-0.5,-1.5,-0.5,-0.4,-0.2,,0.2
1968,0.5,1.9,1.2,1,1.1,,2.7
1968,0.2,-0.6,0.6,0.8,-0.6,,1.2
1968,0.4,0.8,1,1,2,,2.4
1968,-1.3,-0.4,1,-0.1,0.6,,1
1968,0.1,0.7,0.1,0.8,0.4,,1
1968,0.3,0.4,0.5,0.5,-0.1,,0.6
1968,1.7,0.9,0.4,1.7,-0.6,,1.8
1968,-0.7,0.9,0.6,0.5,1,,1.2
1968,-0.1,0.2,0.6,0.7,0.2,,1
1968,-1.3,-0.2,0.3,-0.2,1.1,,0.9
1968,-0.9,0.8,1.4,0.8,2.1,,2.5
1968,-0.8,-0.1,0.6,-0.5,1.6,,1
1968,0,1.2,0.5,-0.1,-1.1,,0.1
1968,-0.4,1.2,0.8,0.5,1,,1
1968,0.8,1.5,2.1,2.7,2.1,,2.3
1968,0,-0.8,1.3,0.5,1,,0.5
1968,1.2,-2.6,-0.7,0.1,0.8,,2
1968,1.4,2.8,2.6,0.8,2.7,,3.2
1968,1.3,2.3,3.6,2.6,4.1,,3.7
1968,0.9,2.1,0.6,1.3,1.5,,1
1968,-0.9,-0.4,0.4,-0.6,1.3,,1.2
1968,-0.2,1.1,0.6,-0.8,0.3,,0.6
1968,-0.2,-0.3,1,-1.3,1.9,,1.4
1968,-0.4,1.7,1.1,0.6,1,,1.1
1968,0.7,1.2,1.1,0.9,-0.3,,0.8
1968,-1.6,-1,0.1,-1.6,1.4,,-0.5
1968,-0.1,0.1,0.9,0.5,-1.2,,1
1968,0.1,1.3,0.9,1,0.6,,0.5
1968,-2.2,-1.1,0.8,-0.3,-0.5,,0
1968,0.2,1.9,0.9,1.1,2.2,,1.8
1968,-1.1,-0.5,0.4,-1,0.9,,0.3
1968,0.2,1.2,2.1,1.1,1.3,,1.3
1969,0,0.9,0.9,0.2,0.5,,0.5
1969,1.5,0.9,2,1,2.3,,1.5
1969,-0.4,0.7,1.1,0.4,2.5,,1.1
1969,-0.6,-0.4,0.4,1.1,0.4,,1.4
1969,-1.3,0.1,-0.1,0.3,0,,0.6
1969,-1.1,0.6,1.6,0.4,0.7,,1.1
1969,0.6,1.3,1.1,0.5,2,,1.1
1969,0.4,0.6,0.5,-0.6,0.2,,0.7
1969,0.9,0.3,0.8,0.9,0.9,,2.4
1969,0.8,-0.3,0,0.6,-0.5,,0.8
1969,-1.2,0.4,0.2,-0.2,-0.7,,0.3
1969,0.5,0.2,1,-0.9,0.9,,0.5
1969,-1.7,1,3.8,0.2,3.4,,2.2
1969,0.3,0.7,1,-0.7,2.9,,2.1
1969,3.7,4.2,4,3.8,5.5,,4.3
1969,1,1.6,0.8,-0.1,-0.2,,0.8
1969,-0.3,0,1.6,-0.9,1.6,,-0.6
1969,-0.7,1.9,1.4,0.1,1,,0.8
1969,-1.1,0.8,0.7,-1.7,0.3,,0.8
1969,-0.3,0.2,1.1,0,0.5,,1
1969,-0.5,0.2,1.5,-2.1,2.1,,0.1
1969,0,-0.8,0.7,-1.2,0.6,,0.3
1969,-2.2,-1.3,1.3,-1.3,0.5,,0.3
1969,-1.6,-0.7,0.8,-2,1.2,,-0.5
1969,-1.1,0,1.6,-0.1,1.9,,1.3
1969,-0.9,0.8,0.9,0.1,0.1,,0.2
1969,-1,0.8,1.6,0,1.4,,1.5
1969,1.4,1.5,1.5,0.4,3.1,,1.5
1969,-0.1,0.1,0.9,-0.6,1.8,,0.9
1969,0.3,-0.2,0.5,0.2,3.4,,1.2
1969,-0.3,0.7,1,0.3,2.9,,0.4
1969,-0.1,2.2,2,1.3,2.1,,1.7
1969,-0.3,-0.7,1.4,-0.1,2.4,,0.6
1969,-1,-0.6,0.5,-0.5,-0.4,,0.1
1969,2,2.3,3.2,1.8,2.9,,2.4
1969,1.5,2.9,3.7,2.5,2.6,,2.8
1969,-1,-0.8,0.8,1.2,0.2,,0.3
1969,0,1.8,2.2,2,2.4,,1.8
1969,-0.9,0.8,1.4,0.5,1.1,,1
1969,-1.5,0.8,0.8,0,-0.2,,0
1969,-1,1.5,1.9,0.7,0.1,,0.8
1969,0.3,-0.4,2.1,1.1,1,,2
1969,-0.4,0.1,1,2.3,3.1,,2
1969,1.2,1.6,1.7,0.6,2,,1
1969,1,1.2,1,0.7,0.4,,0.6
1969,-1.4,1.5,2.1,0.9,1.5,,0.4
1969,-0.3,-0.7,0.7,0.6,1.1,,0.2
1969,0.9,0.1,1.2,1.5,0.8,,1.7
1969,-1.2,-1.5,0.4,-0.8,1.3,,-0.6
1969,-0.9,-0.5,1.2,-0.3,1.4,,-0.1
1969,-1.1,0.1,0.8,-0.7,2.5,,0.5
1969,-1.2,0.3,0.3,-1.2,1.9,,-0.8
1969,-0.2,-0.5,1.7,0.7,1.8,,0.8
1969,0,0.9,2.1,0.4,1.7,,1.2
1969,0,0.5,-0.1,-1.2,0.8,,-0.8
1969,-1.6,0.8,1.9,0.5,1.5,,1.3
1969,-3,-2.2,-2.1,-3.2,-2,,-3
1969,1.9,2.6,2.1,-0.7,2,,2.2
1969,-0.5,1.8,1.5,0.5,0.7,,1.7
1969,0.5,1,0.2,-0.8,-0.2,,0.1
1969,-0.5,1.6,1.8,-1.8,0.3,,-1.1
1969,0.7,2.1,0.8,0.3,-0.4,,0.3
1969,0.6,2,2.7,2,2.7,,
1969,-0.6,1.1,0.3,-0.2,-0.4,,0.2
1969,0.3,0.8,0.3,-0.2,0.5,,-0.4
1969,0.4,0,0.7,0.2,1.7,,0.2
1969,1.7,0.9,1.5,0.9,0.9,,1.3
1969,-1.3,-0.2,-0.4,-1.7,-0.6,,1.4
1969,-0.3,-0.6,-0.4,-1,2.4,,-0.5
1969,-0.5,0.2,1,-0.4,2.8,,0
1969,-0.5,1.5,1.6,-1,0.8,,-0.7
1969,-1.2,0.2,1.2,-1.9,2,,-0.6
1969,1.8,0,0,1.5,0.3,,2.4
1969,0.7,3,2.3,1.4,1.1,,1.7
1969,0.4,1.6,1.2,0.1,-0.3,,0.6
1969,-0.8,1.4,0.1,-0.3,-1,,-0.1
1969,-4.2,-4.7,-2.6,-2.6,-2.6,,-1.9
1969,-2.7,-2.3,-0.3,1.4,2.1,,-0.4
1969,-2.1,-1.3,-0.4,-2.6,0.5,,0.5
1969,-0.7,-0.8,0,-0.6,1.2,,1
1969,-0.6,-1,1.4,1.2,0.6,,1.7
1969,-1.1,0.2,1.6,0.4,1.1,,1.5
1969,-0.1,0.7,1.9,1.5,2,,1.5
1969,-0.6,1.3,2.1,1.2,1.4,,1.5
1969,0,-0.2,0.1,-0.4,-0.4,,0
1969,-1.3,-0.4,1,0.7,1.3,,1.2
1969,-0.7,0.1,1.6,1.6,2.8,,2.4
1969,1.1,1.2,2.4,2.7,3.4,,3.3
1969,-0.9,-0.3,0.7,0.5,-0.4,,-0.1
1969,-1,1.4,0.9,0.5,0.3,,1.4
1969,-0.8,0.1,1.2,0.3,2,,1.6
1969,-0.1,0.2,-0.4,0.1,-1.3,,0.4
1970,,0.1,0.5,0.8,0.8,,0.4
1970,,0.9,1.3,0.4,2.3,,1.8
1970,,1.5,0.6,-1.3,-0.4,,0.1
1970,,0.1,0.9,0.1,0.3,,0.5
1970,,-0.6,0.9,0.8,0.8,,1
1970,,-1.2,0,0.3,0.5,,1.5
1970,,-0.9,-0.2,0.6,0.5,,0.9
1970,,1,1.4,1.2,1.3,,2.5
1970,,3.5,1.5,-0.2,0,,-0.4
1970,,0.4,1.3,0.2,1.1,,0.9
1970,,-0.7,0.9,-0.8,0.6,,-0.3
1970,,-3.2,-0.5,-0.8,-0.2,,0.1
1970,,0.3,0.8,1.1,1.2,,1.4
1970,,-0.6,0.3,0.8,-0.6,,1.1
1970,,1.1,0.6,0.9,1.1,,1.6
1970,,-1.2,-0.4,1.8,-0.6,,1.6
1970,,-0.8,2.4,0.9,1.4,,1.3
1970,,-1.2,-1.1,0.4,0.6,,2.1
1970,,-1.4,0.5,-1,-0.5,,0.3
1970,,0.6,1.3,-0.4,1,,0.8
1970,,0.5,0.8,0.7,0.3,,1.1
1970,,1.1,0.4,-1.5,0.7,,0.6
1970,,0.1,0.3,-0.1,0.8,,0.5
1970,,0.8,0.6,-0.6,0.4,,0.3
1970,,-2,-0.5,-1.2,0.8,,0.1
1970,,1.5,0.8,-0.5,0.2,,-0.1
1970,,1.7,0.3,-1.1,1,,1.2
1970,,-1.3,0.7,0.3,-0.8,,0.9
1970,,1.2,1.4,1.8,1.3,,1.6
1970,,-0.7,0.2,-0.4,0.4,,0
1970,,1.5,1.4,0.8,1.1,,1
1970,,0.4,0.7,0.5,0.3,,0.5
1970,,1.2,2.2,1,2.1,,2.1
1970,,-0.5,0.6,-0.3,-0.9,,0.2
1970,,0.3,0.3,0.2,2.1,,0.2
1970,,-0.2,0.9,-0.2,2.4,,1.3
1970,,3.5,0.9,-0.8,1.2,,-0.4
1970,,2.3,0.9,0.7,2,,-0.3
1970,,0.5,1.4,0.2,1,,2
1970,,0.4,0.8,-0.4,1,,0.2
1970,,-1.8,0.3,-1.2,0.8,,-0.3
1970,,-0.6,0.6,-1.2,2.2,,-0.3
1970,,1,1.2,1,1.1,,0.9
1970,,0.6,0.9,0.6,1.3,,0.8
1970,,1.8,2.1,1.4,1.9,,2.1
1970,,-0.7,0.9,1.1,0.9,,0.6
1970,,0.2,1.7,-0.5,2.6,,1.1
1970,,-0.7,1.9,-0.9,2.5,,1.7
1970,,-1.7,2.1,2.1,3,,2.8
1970,,0.7,1.7,0.7,-0.9,,0.9
1970,,-0.2,0.9,-0.4,0,,1.4
1970,,2.3,1.2,-1.1,1.5,,0.4
1970,,-0.8,0.1,-0.6,1.4,,0.8
1970,,-0.2,0.4,-0.7,0.8,,1.2
1970,,0.2,0.8,0.6,0.6,,0.5
1970,,0.3,2.2,-0.1,1.8,,2.8
1970,,-0.1,0.2,-1,0.5,,0.3
1970,,-0.2,0.4,-0.3,1.2,,1.2
1970,,-0.2,-0.1,-0.8,-0.2,,1.6
1970,,0.6,1.1,0,2.2,,0.3
1970,,-0.2,1.4,-1.1,1.9,,1.1
1970,,,0.8,-1.8,0.8,,-1
1970,,,0.3,-1.4,0.6,,-0.2
1970,,,1.9,-1.5,0.4,,-0.7
1970,,,2.7,1,1.8,,1.7
1970,,,2.2,2.3,2.4,,3.1
1970,,,1.1,0.5,-3.7,,-0.7
1970,,,1,1,1.1,,1.9
1970,,,0.4,1,-0.7,,0.5
1970,,,1.8,1.2,0.5,,1
1970,,,0.5,-0.6,-0.8,,-0.7
1970,,,1.2,0.2,2.3,,1.3
1970,,,1.9,0.1,1.6,,0.9
1970,,,1.1,1.1,1.2,,1.4
1970,,,1.3,0.9,1.3,,1.3
1970,,,1.3,-0.4,1,,0.5
1970,,,1.3,1.6,1.5,,1.6
1970,,,2.4,2.4,2.9,,2.8
1970,,,0.4,0,0.5,,0.1
1970,,,1.1,-0.3,0.7,,1.2
1970,,,0.7,0.1,0.7,,0.3
1970,,,2.8,1.3,0.5,,0.5
1970,,,1.6,1.7,0.6,,1.7
1970,,,0.4,0.1,0.4,,1.4
1970,,,-0.4,-1.9,-0.3,,-1.2
1970,,,1,-0.8,1,,-0.1
1970,,,0.3,0,1.3,,1.2
1970,,,0.9,-0.3,1.1,,0.7
1970,,,-0.2,-1.2,0.9,,-0.5
1970,,,0.2,-1.1,2.8,,-0.2
1970,,,2.8,3.3,3,,3.2
1970,,,5,4.7,5.3,,4.3
1971,,0.4,1.6,-0.5,1.1,,-0.3
1971,,1.2,1.3,1.1,1.3,,1.2
1971,,-0.1,1.3,1.3,-0.3,,2.1
1971,,-2,0.2,1,0,,2.1
1971,,2.2,1.2,2.2,4.6,,2.7
1971,,0.2,-0.1,1.2,-1,,1.3
1971,,3.2,0.7,2.9,0,,2.2
1971,,0.9,1.9,1.6,1,,2.1
1971,,0.2,0.5,0.1,1.6,,0.6
1971,,0.6,0.2,0.2,-0.4,,0.7
1971,,0.6,1.2,-1.5,-0.4,,-0.3
1971,,-0.4,2,1.5,3.5,,2
1971,,0,1.9,1.4,0.3,,0.8
1971,,-0.8,0,-0.5,0.4,,0.1
1971,,1.1,1.9,0.4,1.2,,0.9
1971,,0.1,0.2,0.8,1,,0.3
1971,,-0.4,1.4,0.2,-0.3,,0.7
1971,,-0.4,-0.1,-0.1,0,,0
1971,,-2.5,-1.6,-2.2,-1,,-0.9
1971,,-2.5,-1.9,-3.1,-2.3,,-2.4
1971,,0,1,-0.7,1,,0.5
1971,,2.3,3,1.4,3.5,,3.2
1971,,-0.1,0.8,-1.4,0.3,,0.3
1971,,-1,0.4,-1.6,0.9,,0.3
1971,,0.3,0.3,-1.7,1.2,,0.1
1971,,1.7,1.3,0.2,1.5,,1.3
1971,,0,0.7,-1.2,1,,0.7
1971,,0.4,1.6,0.5,1.3,,1.4
1971,,-0.9,1.3,0.3,1.3,,1.3
1971,,-1.6,0,-0.3,2.8,,0.6
1971,,-2.6,-0.1,-0.4,0.8,,0.3
1971,,-0.5,0.2,-1.1,-0.8,,0
1971,,-0.9,1.5,-3.1,2.1,,-0.5
1971,,-0.8,1.2,0.1,2,,1.1
1971,,-1.6,1.5,0.5,1.4,,1.5
1971,,0.5,1.2,1.2,1.6,,1.4
1971,,0.9,1.1,0,0.1,,0.7
1971,,-1,0.6,-2.4,1.5,,0.5
1971,,0.5,1,0.5,1.3,,1.4
1971,,-0.5,1.2,-0.7,2,,0.7
1971,,0.7,1.8,0.9,2.5,,1.2
1971,,-0.2,0.5,-0.2,0.2,,0.5
1971,,0.2,1.2,0.1,1.5,,1.8
1971,,1,1.8,1.9,1.1,,1.9
1971,,0.4,2.2,1.3,3.5,,2.7
1971,,1.4,2,1.3,2.2,,2.5
1971,,1.4,1.5,1,1.8,,1.8
1971,,-1.1,1,0.2,1.1,,1.1
1971,,1,0.7,-0.4,0.7,,0.7
1971,,-0.2,1,-0.9,-0.5,,-0.7
1971,,-0.8,1.4,-0.3,1.4,,0.9
1971,,1.1,1.5,1.3,0.9,,1.3
1971,,0.6,0.3,-0.2,-0.7,,-0.5
1971,,1.7,1.6,1.4,1,,1.5
1971,,0.5,0.7,-1.8,0.9,,-0.1
1971,,-1.3,0.8,0.5,0.5,,-0.5
1971,,2.1,2.5,0.4,2.2,,1.1
1971,,1.5,1.3,-1.7,1.3,,0
1971,,1,0.7,-1.3,1.7,,1.3
1971,,0,1.2,-2.3,0.1,,-0.6
1971,,-1.9,1.1,0.3,1.3,,0.9
1971,3.1,3.9,3.5,0.9,2.9,,3.2
1971,-0.2,1,1.2,-1.2,1.5,,0.5
1971,2.2,0,1.3,0,1.8,,2.1
1971,5,-0.3,1.5,-0.4,1.8,,0.9
1971,0.5,-1.3,0.8,-1.5,0.8,,1.3
1971,-0.1,0,0.4,0.6,1.4,,1
1971,2.2,0.6,2.1,1.7,2.2,,2.5
1971,-1.7,-3.8,0.9,-0.6,0.8,,0.3
1971,-0.4,1.8,0.9,0,-1,,0.6
1971,-2,0.1,0.8,-0.5,0.6,,0.4
1971,0.3,1,1.7,-0.8,2.5,,1.8
1971,-2.1,-2,-0.8,-1.4,4.1,,3.1
1971,2.7,0.5,2,1.6,3.8,,2.8
1971,1.2,1,1.8,1.7,1,,2.5
1971,-0.4,-0.6,2.1,2.2,1.9,,2
1971,-1.8,0,0.8,0.2,2.5,,2.5
1971,-0.8,-0.2,0,-0.5,1.1,,0.8
1971,0.9,1.3,0.3,1.2,0.6,,1.5
1971,0.4,1.1,0.7,1,0.5,,1.2
1971,-1.5,1.5,2.8,-0.2,3.3,,1.2
1971,-0.3,1.3,1,1,1.2,,1.8
1971,-0.5,0.9,1.6,1.2,0.2,,1
1971,1.2,0.9,0.7,1,0.7,,1.2
1971,0.9,1.4,2.1,0.9,2.3,,1.7
1971,1,0.3,0.8,-0.2,1.5,,0.6
1971,0.7,2,2.2,2.3,2.2,,2.5
1971,-0.6,-0.6,-0.2,-2,0,,0.1
1971,0.6,1.4,0.7,-0.2,0.8,,0.3
1971,-0.7,0.4,0.8,0.1,0.7,,1
1971,-0.3,-0.5,0.6,-0.3,0.1,,0
1971,-0.6,-0.5,0.6,-1.2,0.5,,-0.2
1972,-0.7,1.4,0.8,0.6,1.8,,1.3
1972,0.2,0.4,0.2,0.1,-0.2,,-0.6
1972,-1.1,0,1.3,-1.4,-0.1,,0.6
1972,1,0.6,0.8,0.6,1.8,,1.7
1972,-0.4,1.3,0.4,-0.1,0.1,,0.2
1972,0.7,0.1,1.6,-0.3,0.7,,0.7
1972,-1.2,0.6,0.9,0.2,0.8,,1.1
1972,0.5,0.2,0.4,0.4,1.1,,0.8
1972,-1.2,0.9,0.6,0.3,1.3,,0.7
1972,-1,0.5,0.7,0.2,1,,1
1972,-1.6,0.4,1,-0.2,0.2,,-0.1
1972,-0.1,1.6,1.3,0.5,2.2,,1.7
1972,-0.6,0.6,0.4,0.5,-0.5,,0.6
1972,-0.7,1.1,1.6,1,2.5,,1.5
1972,-0.7,-0.2,1.6,0.7,2.5,,2.1
1972,-0.5,-0.2,1.4,0.5,1.3,,1.5
1972,1.7,1,1,0.7,1.2,,0.2
1972,-0.6,-2.4,1.1,0.7,0.3,,0.7
1972,0.6,1.2,1.2,1.3,1.5,,1.3
1972,-0.5,-0.5,0.5,-0.3,0.5,,0.5
1972,-0.5,-0.4,0.4,-1.5,0.7,,0.6
1972,-0.3,-0.3,1.5,0.2,1.1,,1.1
1972,-0.4,-1.9,0.1,-1,-0.4,,0
1972,-1.4,-2.6,1.2,-0.4,4,,0.3
1972,0.7,-3.4,0.7,-0.2,1.3,,0.2
1972,-0.5,-0.6,0.7,-1.1,1.5,,0.4
1972,-1.4,-0.5,0.2,0.4,0.2,,1.1
1972,-1.4,-0.5,1.1,0.2,1.1,,0.7
1972,-0.4,-0.3,1.4,0.7,1,,1
1972,-0.7,-2.1,0.4,-0.4,0.8,,0.2
1972,-1.7,,0.8,-0.7,0.9,,0
1972,-0.5,,2.5,-0.3,-1.2,,-0.4
1972,-0.5,,0.2,-1.6,0.3,,-0.1
1972,0.6,,1,0,0.1,,1.4
1972,0,,1.1,0.7,2.4,,1.3
1972,-1.1,,0.7,-0.2,0.5,,-0.2
1972,-0.1,,1.3,0.6,-0.2,,0.8
1972,-0.5,,0.6,0.3,0.6,,0.6
1972,-0.3,,1,-0.8,0.7,,-0.3
1972,0.3,,0.2,-0.1,2.2,,1.1
1972,-0.3,,1.5,0.3,1.1,,0.7
1972,1.1,,-0.3,0.2,1.8,,1.5
1972,0.8,,0.9,0,1.1,,0.8
1972,0.5,,0.6,0.4,0.4,,0.5
1972,-1.5,,-0.2,-0.1,0,,0.7
1972,1,,0.7,1.6,0.5,,1.7
1972,0.7,,0.7,1,-0.2,,0.9
1972,1.8,,0.3,1.2,-0.2,,1
1972,2.2,,0.4,1.7,0,,1.1
1972,1.5,,0.6,1,1.2,,0.2
1972,0,,0,1.2,0.3,,0.6
1972,1.5,,0.7,1.4,2.2,,2.1
1972,0.5,,1.9,2.1,1.6,,1.1
1972,2,,2.8,4.1,5,,4.6
1972,-1.5,,0.3,0.3,1.4,,1.5
1972,0.8,,1.1,1.9,0.4,,1.8
1972,0.8,,0.7,1.8,1,,2
1972,0.2,,2.8,0.6,2.4,,1.1
1972,0.3,,3.6,2.7,3.5,,2.3
1972,0.3,,0.6,0.5,0.7,,0.5
1972,-1,,1.9,1,1.7,,1.2
1972,-2.5,,-0.2,0.1,0.5,,0.3
1972,-0.7,,0.9,1.2,0.3,,1.5
1972,-1.2,,0.4,-1,0.9,,-0.1
1972,-1.4,,1.4,-0.2,0.3,,0.3
1972,0.2,,1,1.2,1.9,,0.3
1972,0,,0.4,-0.6,1.2,,0
1972,-0.6,,0.8,0.1,1.3,,-0.4
1972,-0.6,,0.9,-1.9,0.4,,0.4
1972,-2.2,,-0.2,0,0.9,,0.3
1972,-0.1,,1.1,1.3,1,,1.5
1972,-0.1,,0.5,-0.2,1.4,,-0.3
1972,0,,0.1,1,1.2,,0.6
1972,-2,,0,-1.4,0.2,,-1
1972,-0.4,,1.3,1,1.5,,0.5
1972,-2.9,,0,-0.4,1,,-0.5
1972,1.5,,2.3,1.2,2.7,,1.8
1972,-1.5,,1.3,0.9,1.9,,1.4
1972,0.4,,2,2.8,1.9,,2.6
1972,-1.6,,-0.4,-0.7,-1.6,,-0.6
1972,-2.9,,0.2,-0.7,0.8,,0.8
1972,-2.1,,0.8,0.5,0.7,,0.7
1972,-1.4,,0.8,1.2,1.3,,1.6
1972,-2,,1.4,1.1,1.7,,1.4
1972,-1.8,,1.5,0.4,0.2,,0.4
1972,0,,0.8,2.2,1,,1.9
1972,2.1,,1.8,2.5,2.9,,2.7
1972,4,,2.7,4.1,2.9,,3.5
